text,sentiment
 mmmm lauren conrad eeeeep im going to miss the hills,negative
 Whom do yu wanna kill ??,negative
"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",negative
Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,negative
Actual wiki entry 'The Million Dollar Homepage' made me just shake my head due to the fact that ... sometimes...somtimes things just work,negative
Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this **** night shift........,negative
Just drove by fisher and I feel so sad,negative
am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles,negative
_Dew tokens haven`t been working for me all day....,negative
Epicfail and Joseph in class... Very long liao,negative
i`m freezing in math class!,negative
This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm,negative
Nic has no idea what he`s going to do!  money is all gone!,negative
Unanticipated thunderstorm quashed camping trip,negative
Omg going to die of swine flu when I go to Melbourne,negative
Suddenly I remember all the memories with him  ohhh please,negative
I think my cheap sunglasses are falling apart. Oh well,negative
Slept at my parents the bed was hard as a rock now my back feels like a rock,negative
I ate to much lunch...now I don`t want to work,negative
@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,negative
 ugh! **** it. Today doesn`t look like it`s going to work  i`m sorry,negative
 morning Alex hope you will be tweeting lots today as we do miss you when you aren`t on here  ****,negative
"****, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",negative
"I had some work to do, but my wrist hurts too much to do any of it.",negative
 I think that`s what`s wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,negative
 ****. it should be recoverable. it`s just the boot part that`s messed up. grr argh. my business was on there.,negative
http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well `ard! He puts me to shame...,negative
 OMG are u still naked 1313 XDD omg i miss you so muuch,negative
has stuff to do but refuses to do them.  :[,negative
rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.,negative
  I do not mean to laugh but a little giggle did come out - sorry,negative
No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,negative
 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,negative
 I miss rollerblading down Shoreline.,negative
"This wind is crampin` my style. I have a section of my yard that won`t get any water. I`d move the sprinkler, but it`s surrounded by mud.",negative
I am probably spamming my follower`s account.,negative
 so sad u cancelled silverstone show  better see u in sandown park!,negative
 Don`t worry. You`ll be 38 soon,negative
Sometimes I could swear I really am insane.,negative
 haha IE...it`s expensive!!!! Hm...let me message you later,negative
 you got it all done?? even the labs? thats all i have left to do. and i cant figure it out. FML,negative
"Really missing hockey already.  Off for a night in Dtn Naperville.  Can`t wait for the day off tomorrow,  I have to work Sunday.",negative
 Never ever smoking around you again.,negative
This has been a dismal week.,negative
 My public talk in July got canceled and I don`t know why.,negative
"Alexxx Im gona miss you today. Im so sad, noooooooo",negative
"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it.",negative
"I`m so sad, really really sad",negative
I can`t breathe well but turns out I`m not crazy.  Just inflammed lungs,negative
Waiting for Natie to come online I miss him.,negative
"FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",negative
" that truely is sad news to hear  we are all created equal, so sad to know our neighbors are such prejudice people",negative
btw ian watkins has stopped following me  so i am a wee bit pissed off!,negative
"oy, im such a nerd..im writin 2 no1 cuz no1 is followin me  i mean lik sum1 was but their account was deleted due to 'strange activities'",negative
 this week has dragged a bit for me too  have an essay to write about the seaside then Im seeing eddie izzard tonight x,negative
 oh ... you`ve been superseeded?  not good enough,negative
"Stupid liars. Glad they are ignorant, because I had a blast!!",negative
" Hello, yourself. Enjoy London. Watch out for the Hackneys. They`re mental.",negative
" Oh dear, what a rotten life you lead, NOT!",negative
headed to the hospital. i can`t take the pain anymore,negative
" Ooh, jealous. I just have yoghurt and some carrots.",negative
Bored out of my mind!  LOL,negative
"_Guy In the past it was ok but since i???ve got my own appartment, my own car........it???s very difficult to save the money",negative
Just got back from school! Ugh I don`t want to go to the dance tonight,negative
"  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.",negative
i cant sleep,negative
"I`m very upset right now, like I can`t even formulate a complete thought....",negative
oh my gosh!!! hollyoaks was so sad tonite,negative
Just found a tink cover for a wii remote but the people i know dont have a wii  fail,negative
Why can`t I make a phone call! I hate this anxiety ****. Someone cure me,negative
Starting my 2nd shift! Im going to miss like an hour of the lakers game!,negative
 copy & paste **** **** tosser piss flap a 10000000000 times !!!!,negative
Fuuuuuuuudgeee I burned my finger with oil! It hurts,negative
Friday is not treating me well so far.,negative
so tired from school and work. shower than neighboures.,negative
I wanted to see the story on ACORN tonight on Glen Beck but I missed it,negative
"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn`t me.",negative
" yeah but there are like 5,000 types of snakes..and it`s wicked wicked wicked hot...and idk. i don`t think i`d like it",negative
I think I may have ruined a friendship this week by getting carried away,negative
: aww im sorry honey.  that stinks,negative
 that sucks!!,negative
_Guy I???m afraid yes - both are true  I hope u r not disappointed yet,negative
im still melting and im in the house in the shade  its not fair.,negative
 right..  making compromises is what kills us!,negative
"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",negative
"is back from the park and is very sunburnt  cant wait 4  2night,and is gonna get smashed..bein sober jst wnt b as fun!",negative
I feel lazy watching other people work on my roof!  Kat Woman OUT,negative
 RE: Hulu Desktop in Windows 7 Media Center  http://bit.ly/DEc64but not on extenders unfortunately,negative
"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking",negative
"iPhone today! I want to see The Morning Of in Virginia Beach, but I don`t think I can get there",negative
 I need to do some more post but I don`t have time on this tour  ........... Apologies to all my supporters.,negative
totally forgot she had soccer today. ugh  today was actually good too...,negative
 oops too late,negative
Dang i didnt even remember it was my bday today,negative
" I have heard that about a lot of programs like that, we go to a large chain of learning centers, sorry for you!",negative
why yes jeeves. bring me that noose there  TOO MANY ASSIGNMENTS!,negative
i lost a follower,negative
but this little boy still makin me  work during the storm!!!,negative
Things aren`t just as easy and simple as they seem to be.,negative
is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,negative
"_J_Stuart Unfortunately not yet, I am still without licence.",negative
Ow... My shoulder muscle (I can`t remember the name :p) hurts... What did I do?  I don`t even know,negative
 I wish I could afford to attend those benefits.,negative
Oooh the hangover,negative
My attempts at writing tonight seem to be failing.,negative
Very bad things.......I need to stop thinking!,negative
Phone will die soon. What to do now? Oh no!,negative
" ?? Sorry you posted the vid again, but it won`t load for me...",negative
  no water park today? made me jealous looking at that pic,negative
"In pain,, poor me, I HATE THE SUN",negative
F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,negative
 I can`t  has blocked me.  I can`t even request,negative
Getting very frustrated by people who don`t know what they want... can`t wait to go home tonight...,negative
"**** - Apple store is down for updates... what`s coming, I wonder?",negative
"****, can`t sleep.  feening for cigs. i`m horrible. :X",negative
 is there something wrong with the internet in chelmsford? my tv on demad isnt working right and my internet is SUPER slow,negative
Tried to do an Audioboo recording but it` distorted due to the high volume  #OBS,negative
"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!",negative
she`s gone   I miss my kay way already,negative
Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.,negative
on jacksonville beach walking in the cold **** water   but have to work in the morning   ily <(`-`)>,negative
finished the noodles. done the dishwasher. really really warm. i don`t like it,negative
"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",negative
just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,negative
 The devil you say!  I`ve been waiting for the Black Widow in movies and now she won`t be awesome at all.,negative
Man waking up sucks when u have to go to work like 30 min later,negative
 you suck,negative
The case for my iPod Touch is literally falling apart.  So junk,negative
I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! **** u!,negative
throat infection coming on strong I think  I can taste blood :S,negative
I cant to sleep and tomorrow i must wake up too early,negative
" I wasn`t given an exact date, but it shouldn`t be much longer. Please accept our apologies for the inconvenience!",negative
 physics  the most boring class ever!,negative
gaahhhh! i want my #comet09 stream back...,negative
i`m a little sad that school ended today i`m moving so i`m going to miss all my new friends from this year.    just got a hair cut,negative
"oops just unfollowed everyone!  anywayz, will build my Twitter Empire.... again....",negative
 Oh I see who u mean now-tht heltershelter person lol. yer looks scary,negative
I knew I should`ve worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,negative
" yep, so I **** it.",negative
hollie steel on bgt was absolutely excruciating to watch...poor girl.,negative
" oops, me and my drunken stupor lol. Ima check it out",negative
soo sick. i hate my life,negative
I hate waiting in lines,negative
 yeah the weather ruined my plans too  i was gonna beach it up as well,negative
Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant,negative
" I gotta say, I feel bad for everyone in NKorea.  They`re starving, and they have a crazy in charge who endangers them daily.",negative
"Feeling so rough today, just want a cuddle and some sleep",negative
Still soo tired..not ready to get up for the day...work again,negative
" me too, it sucks",negative
"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!",negative
missing mrs mcfox,negative
at last i wr0te again....got bored the previous dayss....,negative
 She! Maybe that was our first mistake.  Not everyone is as cool as   (brown nose moment),negative
Internet is getting **** slow today..,negative
Went out to get groceries...prices are inflating  Gas went up another 10 cents to hit $2.49... #TCOT,negative
I`m so down again.  I wish I could share my problems with someone...,negative
urban think fail. chai latte is not good there,negative
"Trying to open a .docx file on my virtual system while I`m under the dryer. But it only has Office 2007,",negative
idk why im so hyper im jumping everyhere. ugh lets let it be friday sweeney todd then cinco de mayo il those parties,negative
bed. with stomach ache,negative
 my computer is being stupid and wont let me vote  . if i could i would vote for u.,negative
 i miss you!!  stupid work!,negative
"Gettin some fuel, too bad no one is reading this!",negative
" KH is the only thing I`ll be a weeaboo about.  I still prefer it in English but I`m impatient, haha",negative
Everything is annoying me today,negative
How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them,negative
 I think you and Tamera should have your own show anyway...the CW or ABC fam is not appreciating you like they should.,negative
is still sick  sigh,negative
**** my life.,negative
"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that`ll never go away...",negative
Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn`t such a good idea,negative
" haha you didnt see my macbook or my 24`` imac in that pic, so feel extra jealous lolll",negative
 hey!  sorry for the late reply.but i do plan on posting on both facebook and twitpic.,negative
At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend,negative
Father is staying home and conference calling. Sorry ,negative
Why are the sinks in hospital toilets so low? Now the **** of my grey suit is spattered with water! Just in time for Physio,negative
ughhhh.... sad day.,negative
"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues",negative
wishes he had realized his wife hadn`t held onto the debit card before he took a long walk to get lunch and not after.  GRRR!,negative
 How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.  She`s really young.,negative
school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!,negative
Have $#@&!!! Malware on my work PC!  I miss having an IT dept,negative
Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can`t drag. 12  seconds over.,negative
 I accidentaly slammed my finger in the trunk,negative
 **** it! Must be Morrisons then,negative
That was ****.,negative
 NOOOOO I hate traffic,negative
 !! I miss you too.,negative
 I am so sorry I missed your tweet  I was on a nice long chat across the border with pastel. Did you want the recipe? email?,negative
cupcakes gave me heartburn,negative
 pandora is blocked at my work  bummed,negative
 no panasonic charger.sorry,negative
"_xox  Oh god, everyone`s dying.  But it`s mainly justin depressing me",negative
" i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",negative
_watkins Oh my gosh ian i always miss you when your on,negative
painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,negative
#fieldnotes I ordered some on the 8th and they still haven`t arrived. 3 weeks and still no books,negative
watching Jon & Kate plus 8..can`t believe they`re divorcing,negative
"I work for a man that is so bad at his job that the whole team want to leave, and all believe we would make more money if he wasn`t here",negative
"My poor wife.  I`m laid up for another 6 hours on doctors orders, then can`t do much and she is dealing with screaming baby",negative
looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,negative
 :: I know the feeling  Its a little depressing :S,negative
 **** you and your hot weather - it`s freezing in Oz at the moment  I miss summer..,negative
Uh-Oooh my throat is scratchy,negative
  man i wont be home to co host with you!  xo*blair,negative
ughhhhhhhhhhhh  :/,negative
" lol - that`s what hubby`s are there for, to think their wives are nuts.",negative
apparently even Novell Moonlight doesn`t work on my Jaunty,negative
people with mustaches get super powers and mustaches. no fair.,negative
"Bad day, just got worse...",negative
Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,negative
" Wish I could listen but because I`m from Canada, the website won`t let me!",negative
  I guess you are not interested !!,negative
I hate funerals.,negative
" I don`t know what that means, sorry",negative
oh no. opera 10 is not google friendly  *weeps*,negative
Hates bleech!! Messed up my black outfit,negative
I feel like **** cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!,negative
I need a blackberry,negative
Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,negative
scratchy scratchy throat. warm fluids needed,negative
"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr",negative
Trying to go to sleep but no luck  I think i`m sick... =S,negative
_654  it`s this damp weather...,negative
New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,negative
"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I`m hungry.",negative
 that really sucks I feel bad for you at least I woke up at eight.,negative
my 21month daughter`s seperation anxiety is intense. it`s killing me. i cant leave her sight without her breaking into an anxiety attack,negative
Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!,negative
"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!",negative
" Dude, I miss the 90`s.   btw, the name of my mix is 'Damn the man! Save the 90`s!' hahaha",negative
 what a **** shame all that body to waste,negative
"Sitting watching britain`s got f all talent, but have watched a small girl cry and it`s sad",negative
 Oh No! Oprah jumped in front again,negative
 1000 = make sure it has the word poo or balls in it  Underbelly DOES suck balls... I gave up on it in wk 3.,negative
 I agree with _Crazy it`s not worth it - block them & let Twitter police know about harrassment.,negative
Needs a job BADLY!!!,negative
 Wow  That had to be difficult,negative
i think that studying has really started taking its toll..,negative
 i did a couple hours ago...ive got sun burn and its really uncomfortable,negative
Missing my baby ducks,negative
I hate the dryer.,negative
I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad,negative
I was gonna get off at 230 2day. Just found out I`m stayin til 630,negative
even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn`t like us happy  haha,negative
" I wish I was! well, for the past hour I have been. But before that I was in bed. Proper migraine!",negative
leaving now  off to get my angry teethed pulled....,negative
I`m going to miss Miss Suhana,negative
" Just go near a hive, they`ll tame you!",negative
 my three most hated words are 'see you monday',negative
It`s a sad day for beer drinking movie goers. The Speakeasy theaters are no more,negative
I am in so much pain I really don`t feel too good. Couldn`t eat my dinner,negative
   People are cruel sometimes.  I can`t imagine being a Star.,negative
Sick at home and so bored  I want to get better already so I can enjoy being a college grad!,negative
kinda has a headache...,negative
"Omg, watching Hollie Steel`s crying is so so painful  #bgt",negative
 That sucks about your prints. Sorry,negative
Weather sucks!!... It`s raining again!!,negative
work soonnnnnn  it`s looking rly dead today...,negative
 i know my mom is going up there monday with me to get it changed. i`m so upset,negative
I miss my peanut gallery,negative
emily is over tonight XD work experience is over. Jen I`m  going to miss seeing you like everyday,negative
I feel slightly sick now  #BGT,negative
"Okay, the man with the hook for a hand is kinda freaking me out right now.",negative
" I miss you too, Mojokins! I go there, but not long enough to comment  Will do more this weekend!",negative
" Sigh. It is a sad, lonely profession.",negative
 oh no fair.... thats in 9 hours,negative
I should go shower but FFAF is **** distraaaaacting,negative
 aww noooo that doesn`t sound too great,negative
" I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing",negative
Tummy hurts,negative
Another Lake Park kid is going to Tulane. I`m not unique anymore,negative
" Welcome to Glasgow Felix, sorry I cant be there tonight",negative
" Im not getting any treatments, we are just gonna hang out at the pool and the hot tubs.",negative
 again your fault  i didnt make u leave,negative
 Happy Birthday!  sorry for the blank one my sister messed me up.,negative
TGIF Resto here at home is dayuummm expensive!,negative
Just finished reading Chuck Palahniuk`s 'Pygmy' and kind of hated it. I`m really disappointed; I had pretty high hopes for this one.,negative
"riding daddy`s bike (yes a man`s bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",negative
VERY upset....  Mom is in the hospital,negative
_J think so.. although think i am being ignored! not a good day,negative
 That is annoying. What gear is it? I`ll take it off your hands,negative
my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???,negative
gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,negative
Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly,negative
Awake at 4am..  can`t sleep,negative
anyone else having a problem accessing their account info on the istore?  i cant buy music and cant look at my account,negative
frame damage... car could be totalled,negative
Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.,negative
_breannarose fuuuuuuck  idk if andy can get youuuu,negative
 doesnt look good  we have to go burn some lampions,negative
My mouth hurts. Wish I could cut my head off,negative
oh and #antiboyle didn`t work out either  never too much of a bad thing eh uk eh,negative
 i had a dream that u didn`t like me,negative
"Ugh, still sick. This Calgary cold has lasted forever.",negative
 ha! I know..I`m very ashamed.,negative
" Yeah, Sabrina..though I keep thinking it`s something else.  Cary Grant ain`t too shabby either. Bringing up Baby",negative
I have uncontrolable hic-ups right now that hurt,negative
 no im not going this wknd  sorry it took me forever to respond i just realized twitter isnt txting me ur updates!,negative
oh yah her and angel came and harrassed me and tried to break in my house!! lol  Burgen,negative
Not feelin right. Hope the feeling passes. Stupid stomach.,negative
" I can`t seem to find it, can you send it to me again please  oh and tag it too lol",negative
 Bad times for everyone  Whywhywhy do we have to write essays  No fair!,negative
 I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week,negative
omg patron is 1ofmy FAVS   im so jealous icant do 10 but i can do 5 so make it 15  so serious im in alabama visitin fam,negative
Have decided I just can`t stand `s Alltop spam any longer.,negative
"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on ",negative
Has been rejected,negative
Almost time to say Good Bye to my twimulations. I`ll miss my tweeps,negative
 Right here! Army Wife in Germany! I can`t STAND that I cannot be there this summer!,negative
Oh no  I wanted to go to sea but today the sun is not here!  SIGH!,negative
my deep fry drumsticks were not as good as i thought they would be,negative
This weather is awful! I just want to curl up and read a book all day,negative
_and_jay hi!  **** your job!,negative
" she`s in LA, wanting sun today... but apparently LA isn`t cooperating",negative
: I knowww yur mother is being a **** and she doesn`t want to take me to the movies  ****,negative
Learned a lesson the hard way. Lost my USB stick and backup was a month old,negative
michael scholfield is no more. He is dead. I am sorry,negative
is going to forgo Pub Night with the wife tonight. Tough week for both of us and neither is really up for it. Plus our neighbor died,negative
"Cant believe Venus lost. A real shame. Smh. I think im getting sick  Had such a **** week, doesnt look like the wknd is gona be better!",negative
Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,negative
" Sorry about the weather, hopefully you`re not in the 2-3 hour wx delays here in BWI",negative
" Sorry, that was a bit negative!",negative
Now have an unpleasant talk w/n-laws 2 look 4ward 2....,negative
" how tough was that, just wanted to hug her like my own",negative
oh...my foot`s hurting now. About 5 minutes after I took it out though.,negative
i don`t know what to do... time is going by so fast.,negative
" See? Sucked you right in.  The only problem will be church/Sunday race conflicts, but that`s why God gave us DVR. :-D _niffer",negative
I feel actual heartbreak.. _Gates last night  x,negative
 Momentum works!  But Jeff will have a hard time from 42nd.,negative
"I am in school. Absolutely I have been sick .. I want to go home - we are writing of geography, the best it will",negative
 I could do with another one now myself. was back to work on Monday after being off for 7 weeks  not good.,negative
 Sorry to hear that man  He is were the **** cant reach him now. My heart goes out to you and your family.,negative
TODAy SUCKs - kisskass19: ???you and katey broke up?! Yah Kate Broke up with me  It???s been awful nd Vodkas... http://tumblr.com/xkx1wgl8r,negative
I don`t wanna go back to work   sleepy time.,negative
 i am so jealous!!,negative
Almost made it to reading comedy outlet. Headlining all weekend. Only took me 2 extra hours with traffic. Basically doubled my time.,negative
New picture isn`t working,negative
I`m hungry. And single.  heading to the golfing range soon.,negative
can`t upload a picture. I already hate twitter,negative
 I know! I`m so slow its horrible. DON`T TELL ON ME!,negative
"I`m up. getting ready for skill. can`t wait to fail my bio final yay! ugh, honor classes suckkkk.  ):",negative
sorry for taking over twitter with my i-can`t-sleepness,negative
I miss vlogcandy,negative
" It saddens me, you`re youtube has changed. It`s just like every other youtube kid, you used to be different",negative
 Right now it is 5:07am.  Ugghhh.,negative
" Homework bound for the whole weekend, not so fun",negative
I hate it when I am in pain,negative
"_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it`s no longer operational :|",negative
Wonders why its so hard for me to concentrate...,negative
"I feel bad over everything..  How can I be so stupid? Why was I so harsh? Its my fault, I know it. I`m sorry SaVvy, love you guys<3",negative
...and all woman who transfer their first impressions (sexual/maternal) onto a less `threatening` man -- are themselves as weak as `Him`,negative
" Sorry you are having a bad week. I feel like if I could get good sleep, I would be so much better too. Fog",negative
"wow, 5 pm rolled around really fast. I accomplished only one thing on my to do list today...",negative
 yeah.. gives me something useless to crib abt,negative
Worst day ever. And its only noon.,negative
 Haha **** you not inviting me,negative
"wearing a pair of trousers that were loose last year, tight this year",negative
had a **** contact with both parents >.>  grrr,negative
 I`m soo jealous right now!!,negative
HollowbabesHere comes the utter shite #bgt <I completely agree,negative
missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!,negative
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,negative
 Yucky!  Time to bring out the vaccuum and go to War. Our house is always a spider haven for some reason. Not cool.,negative
"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I`m just too tired!",negative
was gonna go to my brothers show but still feeling like poo :**(,negative
 I`m not feeling very inspired today...I was suppose to be @ the B`ham concert tonight!,negative
"on my 42nd written ****.. i get less ideas every day, and every day",negative
on my way to work! working sucks big time,negative
SF felt WAY too intense for me tonight. Hope that doesn`t keep up. Upset with myself for not hanging with  and pearl,negative
 that`s sad  what kind of mess are you getting into this weekend?,negative
why are matters of the heart so complicated?,negative
haha I`m bored! I think I`ll go watch a movie  BBL,negative
" oh! Yeah,your mom told be about that.  I thought you meant his twitter ID & I was very confused. That sucks. Sick.",negative
fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts,negative
either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,negative
ready for the weekend and sad that I have to be at the office again tomorrow morning,negative
  I`m @ work and missed everythin yesterday but don`t know wot? Anybody,negative
is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,negative
Heading home. Could really have done without banging my head on the way into the bus,negative
_distel Maybe u have natural ability for languages  I envy u on that !!,negative
The cats are gone. All 3 of them.,negative
"My Boy is leaving for the Summer, Going to stay with the Grandparents.. I`m gonna miss him!!",negative
It looks as though I am sick little friends,negative
Only just past 8am and already been spoiled rotton,negative
"Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr. Anyone want to call mee?",negative
I had the worst dream ever: the Lakers were losing 11 : ZIP  & Courney Cox had a mohawk wtf.,negative
 sorry - didnt mean to   hope you can think positivly about being 80 and looking back on 30!,negative
"don`t think that went well, was only in there for 15 mins",negative
i really want a blackberry  my sidekick is hella wack. night,negative
 sorry i couldn`t fit hal`s name,negative
 man that sucks.,negative
I`m really nervous about giving a speech at a wedding tomorrow,negative
lousy **** landlord.   need to focus on kid`s packing but cant . nevermind sew sleeping bag,negative
 that sucks mama,negative
" I`m not going, sadly.  Maybe next year, eh?",negative
surgery effin hurts,negative
So bored... need more people for rsmv !!  jagex doesn`t let u say RSMV unless its the first word u say in the sentence.. sad,negative
"****, we have some kind of bugs in our house. And we dont know why or what it is",negative
Anotha day of work  not lookin forward i hate closin fri,negative
My stomach effing hurts. Sadly there`ll be no gym class this afternoon,negative
Gotta go now .. i`m going to Circus .. the real Circus not Britney`s Tour  sadly ..,negative
 I have my 830 class  **** school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.,negative
*old me`s dead and gone*,negative
"it`s you and me forever ?, it`s you and me right now   flywithmeobsessive. Im crying",negative
 sounds like the muffler bearings are going bad,negative
can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,negative
I wish I had company,negative
  My Power was cut off  thats where i went,negative
looks like it got cloudy again outside! and i have nothing to do tonight! boo friday,negative
"Home early, yeh! work to do over the weekend, $%$#@!!!! not happy!!! so much 4 a big1",negative
It was going to happen one day but I so feel for the girl AND her mum,negative
Stupid idiot who ran a stop sing and almost killed me and my car!,negative
 didn`t have my camera with me  totally regretting it now!,negative
im bored.. RC is goin maintenance,negative
going through security already miss my baby.,negative
nursing my scratches and bumps from Festivus mud wrestling. I swear there`s still dirt in my hair but a good time was had by all,negative
missing loverboy so much,negative
Cried my eyes out watching My Girl last period   hahah,negative
"this time, i really need to shut it.. i`m going to sleep! my head aches badly and i really can`t take it..",negative
"Youtube`s tubes appear to be clogging up somewhat today, connection errors a plenty.",negative
" sorry guys, the WAVVES show was canceled, they missed their flight",negative
"going to my bff`s. haha. but thats in like 2 hourssss sooooo...calllll me. actually darn, i have hw",negative
wishes he can just call her.  blah. it used to be so easy to move on. wtf happened?,negative
 yeah & when it goes wrong it`s the worst feeling ever,negative
_X sorry about that.,negative
Sad that everyone is leaving me.,negative
after I said hi how are you she did at double take & left. **** it I should have let her look around first,negative
 the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,negative
"My boyfriend just broke his wrist, now he might need surgery  im so nervous",negative
  no one told me the mutual admiration society was meeting this morning! LOL  Hi boys!,negative
i`m still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,negative
is feeling really sick,negative
10 minutes to boarding; 14 hours to home. no window seat,negative
I`m a lil sad looks like nomore brooklyn 4 a while WTF ,negative
So much to tell-Only blip is her immune system hasn`t recovered-not yet a newborns. Give it 6 more months.  But that`s nothing.,negative
"_M ah. knowing microsoft, they could probby do it, but would want to charge way too much extra for it",negative
is now going to see his very ill uncle on saturday and spend the night at his house as even more bad news has come up,negative
 soooo jelous of you right now,negative
also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It`s sad that my friends encourage me so.,negative
The sun is shining and I`m stuck in work,negative
"@_katieedwards I can`t yet back, I`ve run out of texts!  I`ll ring you laters xoxo",negative
Exams are so stressful,negative
#itsucks when everyone but the one i want to text me is texting me!,negative
Dell FX100 Pc-over-IP audio device (Teradici) is giving me a hard time in #Linux #Ubuntu Jaunty  Kernel isnt loading the snd-hda-intel drv,negative
Layin in bed awake. Txtin my girl in vegas. Wishin I didn`t have to work and I was w her,negative
"at work.. missing my miami fam , , , carolina, , ,  &&& more",negative
Sick......and no it`s not the swine flu atleast I hope not,negative
 i want to comment but don`t understand what you`re saying,negative
 jet blue is okay I guess. They cancel flights and don`t have a lot of backup planes. And no first class,negative
 I am like the most saddest person on jtv right now because you are not on,negative
